,text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions
80,05F30981F3EB,"Imagine if online schooling was offered at every school. Schools are offering online classes for students to attend class. Also schools offer video conferencing online to help benefit at home. This is important because some students are not responsible to get to school on time. Students would benefit from being able to attend classes from home, because health issues play a major role through out the school year, students can become smarter by taking time to learn the content, students would not have to stress over transportation.

Certainly some might think staying in the house all day causes bordom to do school work. Others believe students tend to need help from an adult to understand that content. Still others argue by feeling alone will not motivate them to be productive.

To begin with, health issues play a major role through out the school year on students. Students always tend to come to school while they are sick. So that spead germs through out the school and causes major illness. Spreading germs can have someone hospitalized and in bad condition. Which can make students have bad attendince. Also parents would loose jobs to attend to their sick child. However staying home and still be able to do your school work causes less stress. Because it gives student more time to be able to complete there assignments. Another reason way online classes will help out students that are in wheel chairs, crutches, and broken legs. Is they dont have to be rushed, pushed, in the crowded halls. Therefore they feel more safe and have enough space at home. Parents will be able to supervise their child more. An not be worried that something else might happen. Health issues should be a cause of not being able to not attend school if you are able to do it from home.

Secondly students become smarter doing the research on their own to retain the information. Every student have a diffent way to learn. Some students need day's to understand the content. An some can understand the content off the first try. Also some student need to see it hands on then be supervised as they complete the task. Witch is also not a bad way to retain information. If help is needed the video conferencing will help out in the long run. Being able to home relax and still manage to completed your school work motivates the student to remain on task. Another reason why is grades will have a major increase and students would maintain a higher grade point average. The best part of the video conferencing is the student will be able to replay it if needed. Instead of hearig it once in class from a teacher then forgetting the information the next time you have that subject. Apart of life that is important to have is knowledge, so being able to teach and perfect your weakness are important.

Lastly transportation is a mojor problem for students. Some students have to walk, get droped off, or take the bus to get to school on time. Most students are not responsible to wake up on time to catch the bus. The students that walk are stessed, because they have to walk while its raining, hot, ride their bike, cold, and dark. In conditions like that are not safe for students to go through is something happend to them. Most of the time parents have to work and be worried that their child get to school safe. Having the privaledge to be home and do work will prevent fights, childish students, and angery teachers. So everyone would have peace and respect for one another and learn more. There will be no disagreement and aultications with students and teachers. After school students will not have to rely on transperations, because they are already home. Less stress can be taken off of adukts that are nor responsible for you. Having to find transpertation to your destination is worth money and not everyone is forchen to loan out money all the time.

Students would benefit from being able to attend classes from home, because health issues play a major role through out the school year, students can become smarter by taking time to learn the content, and students would not have to stress over transportation. If students was able to stay home and do school work the it would be less confusion in school. Keep calm and remain focus even if times get hard on your shoulders.        ",3.5,4.0,3.5,3.5,3.0,3.0
81,05F54CEC774B,"Schools should not have after school clubs. Students will not have that much time after school to work on different things. Some students have after school jobs, some have to babysit their brother/sister, and also some of them have to work after school to support their family etc. If there are homework club during school time that would be great. Students who have difficulty with subject will have better understanding of what they are learning. It would be pleasure of people who volunteer for during school homework club.

Although some students who have difficulty with specific subject homework would be great. There will be teacher and students around. Maybe its their same teacher who teaches the same class it will be great for students. Teachers will know the weakness of student of what they need help more with during class. This is why during school homework club would be great for teacher or students. Students who work after school could come to this club too they would be able to get their homework done and still be able to work at their job.

Some homework club cost money which might be hard to pay for some families. If my school would have homework club it should be free. Not every family has 100 of dollars to pay every month for homework club. They also should have good educated teacher who knows everything about subject so they could help their students. If there are any bad educators who does not know anything about subject that would messed up the teacher and student both of their time. That would messed up students education who spend their time coming to thomework club. Speaking of that school should have great volunteers who can help their student with any subject.

They need to have teacher who could make the students love homework club. They need to have that kind of teacher/volunteer who is not that strict who knows how to handle different situation of students. Maybe they could be going through a lot of things in their life. They might have some problem at home or outside of home. Students want funny,nice, and kind teacher. Who could make jokes about subject to have a student better understanding. ",3.0,3.0,3.0,3.0,3.5,4.0
82,0607B495212F,"The greater danger for most of us lies not in setting our aim too falling short but in setting our aim too low and achieving our mark . I believe that if set your goal high in order to mark your goal it does come high it cuts short but when you have nothing and your too low your but you try hard you achieve to your mark. I agree with Michelangelo that you dont need to be the best as long as you put effort in to it you can do anything but at the same time i disagree with this quotes because you dont need your setting to be low it can be high at the same time it really doesnt matter how you can achieve your mark no matter what way or path you decide to take life take to different place makes you do different decides. For example right now am doing a sol if i aim to high in order to pass and reach 12th grade and to get my diploma my aim can a low and i can still have a achieve my mark . It really doesn't matter how much effort you put in to something because in the end you can always reach your goal . Everyone goes though this everyday or at some point of there lives like work , school, etc. This can also be find in the human race. Another thing that i feel that feel that the quote means is that people like to set low standards on themselves.",2.0,2.5,3.0,2.0,3.0,3.0
83,061AF57CB05C,"John Lubbock wrote ""Your character will be what you yourself choose to make it."" When it comes down to it though I think our own character traits are formed by influences around us. I say this because even if we can say what we are, the things around us can change that for the better or the worse. What can change us can be the people around us, the things around us, and even the friends we make. A other thing that can influence us is our family since DNA can give us some of our parents personally and the way they treat us can change our personally as well. Now other people who say we can chose have their own opinion as well. They think we can choose our own character traits. They say this because once you put your in mind on it you'll be able keep it like that. I also thought this as well but that change because my family and friends were totally different they what I was going for and thats how I became what I did. They also think it would be worse to let pick on its own since it would be unhealthy. This is understandable because it would mean thinking less about it but I think it be more helpful since being around people who are kind and helpful can and will rub off on you. Those are my reason to why I think our own character traits are formed by influences around us.                                                                                                                                                                                                                                           ",3.0,3.5,3.0,3.5,3.5,3.5
84,061D2BBACB45,"Technology had a great impact in the world. Technology had changes many things in the world. Today people can do a lot of things using technology, but there are some good and bad effects that technology cause on people's lives. Technology can cause bad effects and there are some people that they can see what is technology causing and they just prefer to continue using technology. Technology need limitation for humans.

Although some people says that technology had positive effects on people's lives, actually technology can have negative effects on people's lives because technology cause addiction to peoples. Addiction to technology is a big problem in the world. Some people believe that technology doesn't cause negative effects on people's lives, but this is not true because technology can cause problems on people's lives.

First reason, why does technology had negative effects on people's lives is because technology cause a lot of problem on peoples. One of the problem is that today technology had a big impact on people specially in adults, kids, and adolescents. The majority of people are using technology some of them knows what it can cause if they are using this all the time. For example, some kids start using technology when they just have 4 or 5 years old, and it can cause positive effects and also can cause negative effects because they start learning, but at the same time they are creating a big addiction to cell phones. The parents have to control this and dont give to their kids cell phones because they just are kids and dont need to use technology too much. Kids can use technology to study or have fun, but they need limitation of technology .

Second reason, why does technology cause negative effects on peoples lives is because adolescents are using technology to play online. This is causing a big problem to them because they are getting addiction to this. Some adolescents just prefer to stay at home playing and they dont want to go out with their parents.

The Washington post had a article about the addiction that technology is causing on people's lives. This article says that people who are playing online are having problems with banks. For example, Some of them have to pay to play online. They can't stop playing because they have a addiction. They start using credits card of their parents and they create debt with banks.

In conclusion technology had negative impact on people's lives. Technology have to have supervision because it is causing a big impact in the world. The are some positive effects that technology cause, but the majority are negative effects. Some people want to stop technology and there are some that they just want a better world without problems and addictions to technology. ",4.0,3.0,4.0,3.5,3.0,3.5
85,0623DD5A8E8F,"manager I will like to visit some employs so they can choose this workplace and work hard. the type of work I will purse is I want a big office with computers and big spaces so local work so many schools have partnership with local companies and really organizations that allow students to explore certain professions because so they can learn some subject like history, math, science, language arts, chores, and more because so they can member what there talking about and so if they have a test they can study and have a better grade think about what they want to be when they grow up .I choose this work place and this specific job because so if they want to work in a quiet place they can work in a office and if they need privacy they can have all the space that they need. And I want them to get along be friendly with the people they work with and the costumers and they work together if they want to. And I want the manager to visit us so they can check if we need more thing that we need for the office and how organized that we are and here some comments about our place and if we need more details from our place like if we need chairs, or more tables more mats for the ground, or we need more employs to work here ,or we need to help people, or do we need to put a kids room for them so they can not be bored, and talk about some work that we need to work on. And I want convince my employs allow me to visit like how are they doing ,or they need to work on some thing hat they should do, or we need to move some computer to put it in the computer sections. and I want to my employs to work hard and try there best. My first reason why I pick this local companies so they help the community( the people) so the manager reads this letter. And my second reason why I pick this is because so people see that they can find a job like this and if people like to work with people and other employs they can work on the office. And this is my reason why I well chose this work place and the specific job .          ",3.0,2.0,3.0,2.5,2.0,3.0
86,062AE7A344D3,"people who value self-reliance

People who valus self-reiance defin it as the need for each individual to follow his or her own instincts and ideas. should they seenk guidance from experts and authorities about life's important matter? Take a position on this issue. support your response with reasons and specific examples.

First people who value stuff,cloth,shoes,phone and more. another thing that people value things is there family friend. Then they also value there house money. Everyone value something different. Some people have different cast. Everyone has to do different things in there self. If she had a pair of shoes that she had that are value $100 then she is going to value you because she would want to know,she would get mad or upset that her shoes get dirty or if there shoes get mess.

If the girl bought a pair of shoes for $100 she would be very upset because some girls don't ways there money on

$100 dollars pairs of shoes. If a guy bought appear of Nike,FIA,Adidas,Jordan,KD or something the guys will get made if there shoes cost more then $300 dollars and it got ruined. The guys hate when people mess around with there shoes and they ruin it. They don't like stepping in mud and they don't doing outside work.

If the guys are going to do outside work they should of bought in less expanse shoes not high price shoes. If they are going to work they should of boughting less expanve shoes like $20-50 not more then that so we could do alot of differnt things. Some people need to know about that shouldn't buy high price stuff they have to buy less its better if they do not buy high price shoes because they can work and bein looking at there shoes everysingle time and saying don't get my shoes dirty.

When teenage kids start work there like some I don't want to work but they should work becuse some teenger are like i want this no i this these expanve shoes. They are really exsenve stuff that alot of teenger want and like some just like to do differnt thing bought things they should not buy. Kids need to work so they now how much thing are because if are just asking and asking for stuff thats not going to work out wall there going to asking for really expance things that would not like.

Everyone needs to know how much things are and work for it and not ask because that is how they are going to value something. If they buy it with there money they will know and how they need too take care of it and not buy high price stuff. They more that kids start working and not asking there parent it would be better because the kids would be done.

I am working and i like to save my money because i can buy stuff that i need or anything but if someone buys me something i am going to value it becasue they took there time to come and bought something for me. like i did i bought my friend some pair of airpod and i bought my self some pair but when i gave it to him i said here is the pair of airpods that i got you for chrismas i wish you the best. It was better if bought him the pairs of airpods and not someone eles. He was so happy that i bought him a pair of airpods and i was his first girlfriend to and know that i am moving i told him and got sad .He told me i am very valued to him because i am all ways there for him and he is alllways there for me too. My vaule is my sister and my friend rj becasue of him i founf my true love. He makes me happy everyday i get to do alot of really differnt expernts and do fun things with him outside the school. He is the best I love him so much in all my heart because of him he has made me happy everyday no matter if i amsad or upset or anything.        ",2.0,2.5,3.0,3.0,2.0,2.5
87,063F809DE304,"Can you imagine how students will be so smart if they had extra help outside of class like an after school homework club. I believe that having an after school homework club is a good way to help students succeed. I will talk about how student will succeed from this,

I will explain how they develop when they have a homework club,and my personal experience.

Student will highly improve when they are in an After school homework club because student will comprehend even better while they are doing there homework with people that can help them. In my belief this is a good way to help kids not just with there homework but kids will improve on uderstading skills. they will learn how to learn things in a different way if they do not understand. Student will pass more tests and have better chances of getting to college and take this world in a good direction. I truly believe that helping kids with school work is the base for them selves and this world.

Kids from k-12 will develop as they go . They can develop even better when they have help around them. Kids are bright and smart they have fresh minds and they can hold things in there minds. If kids can have the 100% help they will just be absolutely geniuses they will be better than the person that thought them. If kids can have academic growth

10% a year with out help imagine what they could do if they had a homework club where like I said where they can be talented.

when I was in 5th grade, I was kid that loved math but I was not very good at it. So my teacher suggested for me to join the homework club after school. At first I was not happy about it but then once I started to go I loved it because

I understood math even better I kept geting in the upper 90 with test scores ,I had the most lessons done on a math program that is called Think trough math. I became a student helper at the homework club and I am now a smart intelligent math student.

when I get to high school I will volunteer at the homework clubs at and go help kids for my own good and because I love to help people.

These are all the reasons why I believe that having an after school homework club is important to students improvements. I will continue to volunteer in helping kids academically . Like we all know youth is the future of this world. I truly believe there are so many kids out there in the world that need help and they are smart but they can not get it because there is no one that pays attention to it. There will changes to that may be not in my life time but I will do what ever I can to get kids from around the world education and help where they can develop and be the best they can be.    ",2.5,2.0,3.0,2.5,3.0,2.0
88,064423D845B1,"are first impressions almost impossible to change?

Some impressions that i have meet, don't change and stay the same as i meet them with time.

Some impressions don't change because for example, their character, their bad past, their sad past and their bad style of life. Some first impressions are hard to change, but some people don't think the same because most people use to change thir first impression a lot with the time. And also, some people think the first impression is almost impossible to change because is the key that is most important in most cases, when you meeting someone, interviewing for a job and showing your values; if you didn't showed a good impression at first time, you missed it. most when that person is living a too good style of life, bad style of life or a bad character is hard to change the first time impression. In the future some first impressions that doesn't change to good, will not help you to figure out works, friends or reverse. In conclusion first impressions are a little hard to change,but it changes over time.",2.5,2.5,2.5,2.5,3.0,3.0
89,06737289651D,"To conserve energy and resourses.

In my opinion:Resourses something such as land, minerals or natural energy that exists,businesses have a great idea to adothing and making eigty hours a week for the four days is a big benefit,special when the businesses or corporation big they will be have more a prifi in the future, not money but in other patways they will have help for Example,food same of the people they will think is disavantages for the businesses, because some of then will understanding and some of them not.

In this case in my school I think, should be follow the model to,but a little difefently,because school is not businesses, would extending, making two hours but not everyone,want to, but if people understanding it a good extending because if we conserved the energy and resources we can proveid such as land mineralsor natural energy, Example: The enviroment will have more conserve energy.

The more important is how to know adopthed the hours to conserved energy, we will do for provide goos and have extraordinary successful.",2.0,2.0,3.0,2.5,2.5,2.0
90,06C9FC1267BB,"Do people accomplish more if they are always doing something, or does inactivity also serve a purpose? Olympic people did not just sit at home and got an Olympic Golden medal for nothing, they worked hard to achieve their goals. Yes, you always have to do something to become the succeed person that you want to become, to reach and achieve your goals, and to stay active and social with others.

In my native country of Generic_City people always work hard, to get money, feed their families, and also teach their kids how to succeed in school and other athletic stuff, with the bad community that we have in their. As well as here a lot of people study and work hard to succeed. For example, at Generic_school we have a cooking class, they always push us forward and try to teach us new methods how to cook and seasoning the food, that gives a huge opportunity for the students who want to do it for living in the future.

Another reason, is that it will be twice as hard if you say I want to achieve this goal at the end of this semester, but you are not working to improve your self to achieve it. This is problem that everyone have, like on our swimming team I had a really difficult goal to achieve, I started to push my self to the limit and work as hard as everyone else just to achieve it. And at the end of the season I did achieve it, which was to get a time that under 35:00 seconds, I shock myself and made my coach proud of me be achieving it.

Finally by working outside, or joining an athletic team, or vising an old friends it's another really good way to staying active and social with others, and talking to other people is another great way to solve a lot of problems, specially when you are sad or having a bad time.

Other's may think that staying not active for a bit or at all is a good way, they think that because having a time alone with yourself kind of make you think what is happening around you, However, if you fill your time with friends and activities that you like to do, you will not feel want to be alone because you will have a good friends all over you all the time, and they will help you to reach the goals that you want to achieve.",3.5,3.0,3.5,3.0,3.0,3.0
91,06E81109FE92,"This program will effect the youngest and the oldest students for the future.

They will know how to write a prompt and this can effect the life how to get a job easaly, how to make better your writing, your reading skills.

They can see what did you wrote and you can make corrections the oldest students know how to do because they are ready know how to do and probaly they got a lot wrong things and they probaly got a bad grade so they know how to get a good grade.

So this things can help the youngest students get better because they can say if you got write or if you wrote the word wrong.

if you have to put some coma or space and they can say if you prompt It is this can help you to know how express the feelings.

This program will effect the oldest showing how much they improved because I think the oldest have more experince.

Probaly someday they got an F or they wrote something and they did not know.

So they can help the youngest get a better grade and helping the youngest students how they can get better with there prompt and they can say what is wrong for they can make better and get a good grade.

So both will be beneficiant the oldest It is helping the youngest to get a good grade and the oldest is benficiated to see how they improved from here and now they are teaching to the youngest how to do a prompt. ",2.0,2.0,3.0,2.5,2.0,3.0
92,06F368177993,"The Forme British Prime Minister

Churchil,

Once he said ""The success consists of going from failure to failure right but without loss of enthusiasm"",

My oponion about the all this success is basic on Prime Minister Winston Churchill that he once said the success consists if you loss your enthusiasm i think he was exactly what he said about in persuit of success because the enthusiasm consist and how you going to be when you do something that you need to do right so you need to ge a great enthusiam for do it as well rifht if you do not do well its mean that your enthusiasm is what is success is passed from you was a one's of statement about the important role consist.

Some succes too is basic how you are if are good person sometime its mean that you controle a paper that if something is passed on you right that's mean that you need to get attention taht what you going to do in this time so this is one other effects that cause on you so i am agree with churchill's statement, but in the same time we can said its normal right because it how you feel tha's mean is represent your enthusiasm every time that you feel,as great or we said a mad perosn so the success i be comig in this point too becasue your accition is represent you feeling.

About the success that is consist if you going to failure to failure that the Forme British Prime Minister Churchill once said that that's meam if you main is great a or lower you need keep in your main that you going to do well and you need to be strong like one example,that if you think that you not do well you need stay attention that what thing is going to happen in the moment that success is be great or you can faiure too right but ist no mean that you stay with you head dowm right so, basic the Forme British Minister Winston Churchiil said about you think is that you success is not be right o can we said like bed so its mean that you going to failure, if without loss all your enthusiasm so i will said that all success is coming from all that you think and its basic too accion that you well do. Success is basic in what is going to happen bewteen that person accion so its mean that the person and their success it play one paper that you don't or i going to explain as never give up to other thing that just come to all your succes that was some reason you think that your enthusiams is going dowm so its one of importat point that need to show.

The statement about how is such importnat to role that failure plays in pursuit or success is the is that some activity are like pursuit is a important role because failure plays with success its basic that depents some activities that you can do is coming from pursuit right then usually you can see how success is work is basic a important role in this stament because success are principal thinks that each person show when they act then after they actuation so the consists is coming that which its mean that you can failure to failure without loss of enthusiasm i well said thay i am gree with Former British Minister winston Churchill Because the succes is part the us right as i said you need stay as much attetion because enthusiams is be coming that what should that you success is going to be great or youn can lost too in the moment is coming the accion for something that you well do like to said you acction represents off thing that wiil you doing right so is a important role that we can see and each person how pursuit work bewteen the consists like as person can be result, for each statement.

Once he said ""The success consists of going from failure to failure right but without loss of enthusiasm"",

My oponion about the all this success is basic on Prime Minister Winston Churchill that he once said the success consists if you loss your enthusiasm i think he was exactly what he said about in persuit of success because the enthusiasm consist and how you going to be when you do something that you need to do right so you need to ge a great enthusiam for do it as well rifht if you do not do well its mean that your enthusiasm is what is success is passed from you was a one's of statement about the important role consist. well its important because this i well happen for each person so about the definition the this argument is basic is that success can be big statement as depents for us if we are ready to use or breain and about it consists is basic if you let the is will going from failure and you will loss the enthusiasm so, some time the the person is feel well so its meam how the person can reaction so is the enthusiasm is work then the person show as then can feeling.     ",2.0,2.5,3.0,2.5,3.0,2.0
93,06F5F6A09DC6,"More than one person's advice

Have you ever wondered or questioned yourself why do you have to ask more than one person's for advice? Yep you heard me. People from all around the world ask advice about anything. That could be video games, schools, and even Life. Obviously, there are many other things to ask advice. It's kind of asking for help, you can say. People incuding kids, teens, and even adults are asking advice that could help them in the furture, you guys even might have connections, and more than one person. More than one is better than just asking for one person's advice.

Having connections

The people you ask for advice were kids too just like you and they possibly ran into what you are stuck or struggling at right now. I recommand you to ask adults more than anyone else. That's either with struggles at school, home, family members, or even life. I almost forgot to include decisions because small decisions can eventually become big decisions. I recommand you to ask adults more than anyone else. I mean you can ask seniors but they most likely will forget everything since they were kids. The worst thing you can do is asking someone young even a 18 year old adult because you never know what happened in them. Trust and worthy friends you can ask but friends that you just say hi to once a day or even a week wouldn't be so great.

Help in the future

Advices not just help from the presents but in the future as well. According to my calculations you could use that advice over and over again. For example, let's say you didn't know where you put a comma in a sentence, therefore, you used a person's advice and it was to put a and where ever you were going to put the comma at. You can also use it to help your kids and even grandsons if you still remember.

More than one person's advice

Last but not least, why more than one person's advice you ask. One advice can help and even solve whatever you have in mind but you actually want to check if they were right. You probably want to gather the information and rethink it. Everyone in my opinion should at most ask two people for advice just to make sure. First person person wasn't being that specific enough so you decide to go to another person. If they haven't been specific enough then just go to another person. I mean how hard is that? Especially kids since they have just started growing up and will soon become young adults.

Everybody should be struggling something in a certain time of life that they ask for advice. Don't be shy for asking advice and you believe in yourself that you are a brave and confedent man that doesn't need help. Because really you will be a better one for asking advice. Therefore, the reason that we ask advice is to become someone better each day by taking that advice.",4.0,4.0,3.5,4.5,4.5,3.5
94,06FA8EF28227,"Many people in the history of the world were important because they become who they want to be, and now society try to persuade people from who they are and change to what they want, to be your self in a world that is constantly traying to make you something else is the gratest accomplishment, also you decide who you want to be

I agree with this because some times parents try to change their children, also school making decision for their students, religion first point parents trying to change their children, in some cases parents try to persuade their children from what they want to do or from what they want to be on the future, if some one of their children want to play soccer and if their parents do not know everything about soccer they search anything they just say no and they make their children to try something different or if the child do not want to go the place that they are going most of the parents do not listen what their sons want or like and also sometimes parents make their children to be what they do not what to be in some cases parents tell they children that they need to play an instrument liket the guitar but maybe that child wants to play the drums. some famous people are unhappy because their parents make them to become famous but maybe that child do not want to do that.

second point some times school makes decision for students too some times students do not want to take some classes and school choose for them, in some parts students do not like to wear uniforms and they make them to wear it, in case that you came from other country and you do not speak the same language you need to be able to learn because if you did not do it you are not able to be in the school and if you do not understand what are they talking about is hard but you need to be like them because you do not have people who speak the same language as you do, so you have to be part of something even if you do not like it third point religion is there to try to change your mind they are many religions in the world but all depends if you want to choose one of those religions but some times people try to make you part of that religion and some times you change completly of who you was if that work for you is perfect but if not you are going to be completly different person, you need to dress different at you usual do, and also they tell you what is wrong and what is not wrong even if you did not do anything wrong they think that and they always want you to belieb things that maybe are not true but why we need to follow that and why we need to beliebe that, so if you want to do something do that thing because you want it not because someone tells you.

In my opinion I agree with what Albert Emerson wrote because to be our self in this world that is constantly traying to make us something else is the greatest accomplishment, is hard to be our selfs because people are always traying to tell us about what we are going to do because for the society what they do is good but maybe you have a different idea but most of the time you need to do what they tell you to do the best accomplishment is being ypour self and being what you want to be and if you want to do something just do it and do not listen about what other people say or what they think because people are never happy with the things that you do. ",2.5,2.0,2.5,3.0,3.0,2.5
95,070D792C65B7,"One thing I would like to accomplish in the future is to live in a big mansion in California. Because I've never lived in some type of big house, It will show all the hard work that payed off to get the house, and it will also be the first time I go to California

One thing I would like to accomplish in the future is to live in a big mansion in California. Because I've never lived in some type of big house before. Since I've been born I've been living in small places with other little house nearby like town houses or apartments and for me It has me thinking. ""Why am I living in these places like I have some friends who live in houses but I don't?"" But that was me when I was like little but now I know that some parents aren't as lucky as others and they struggle to find nice places to live in but they get what they can get and at least they get somewhere to live in and give their kids what they need and want so for me It's going to be hard finding a job with good paying money but if i get a degree in something I want to do then It would be amazing to do that.

Another reason I would like to live in a big mansion is that It will show how rich I am and It was hard trying to buy a Mansion. Mansions these days cost so much money (of course because they are big in space and some are in private places) you can find mansions in Florida, Texas, Nevada, California, and etc. But mainly I would love to get one in California. California is a big wealthy state with many great known cities and history. It is mostly visited in the summer for its hot temperatures and great attractions. One city I would love to buy my mansion is maybe in Calabasses or Hollywood, There are many cities to get a mansion it just depends on how much it costs and how big it is on the inside and out.

Last reason I would like to live in a big mansion is that it would be my first time going to California. My mom used to live in California, in a small city near Downtown Los Angeles called Generic_City. She moved from Generic_City to California when she was fourteen (which is my age currently) and she went to high school in Generic_City and learned English there and had a job. but then after finishing one year of college she moved to Virginia and had me when she was around twenty-five. But ever since then she has been telling me stories of how it was for her in California and what places she would visit over there like Disneyland, the Hollywood sign, sporting events, and more places. I would like to visit San Francisco with one of it's famous attraction the Golden Gate Bridge or Go down to Venice Beach and enjoy the beautiful ocean and it's hot temperature to cool off.

And those were my three reasons of why I want to live in a big mansion in California because I've never lived in some type of big house with no houses that are connected together, It will show all the hard work that payed off o get the house, and It will be my first time going to California.",4.0,4.0,4.0,4.5,4.0,4.0
96,074FA0221628,"It has been said that the first impressions are impossible to change. First impressions are not impossible to change beacuase you dont know what someone is going thru in their day. When i started working, one of the guys wasn't been nice to anyone. What i didn't know was he was having a bad day. After a while he started to feel better and being nice to others, and I realize he was good person.

Another example is when i transfer from Generic_School to Generic_School i fougth it was going to be horrible. I have to start from zero like meeting new teachers and new people and knowing the school. After a week the teacher and people i met were nice and good people. I didn't like idea of transfering of schools and leaving the people i know from Generic_School.

For some other people the first impression is impossible to change. Like when companies are looking for people to hire but they want people that are self condifent,hard working,resposible. If a person don't show any good impression in their interview most likely is not going to get hired.

However, people can change impressions over time. Like in the If a person didn't show a great impression in the job interview giving them a change it might change their first impression. I think it is possible to change first impression. ",3.5,3.5,2.5,3.0,3.0,3.0
97,0756FC69B810,"I would like to talk about the interesting quote that Thomas Jefferson wrote,and how he tell us to

""Determine never to be idle."" He thought that is wonderful how much may be done if we are always doing something, and that we can accomplish more if we are a active person because the inactivity also serve a purpose in every person life.

First,It is awesome has the determination to decide how to do or what do you want to do in your life,because something we may know what we need to do but we don't take a decision to done it. And the reality is that we don't gonna know how much can be done if we don't try to do the things that we wants or needs to done.

Second,everyone has the option of accomplish much more than we think,if we are always doing something,for example,finalize any plan or idea that comes to our heads in any moment,time,or second of our lives. The big thing is never stop doing the things that we wants to achieve,and be proud of what you receive.

Third,we have the option to choose between doing something or stay inactive,because inactivity also serve a purpose. This is the big deal ,sometimes we don't imagine that we prefer do nothing without see it, we don't see what we are doing at the time. That's the power of inactivity. We have to see clearly and make a decision of what we decide to choose.

In conclusion the interesting idea of Thomas Jefferson of write this quote, was a amazing idea ever,because at this time reading his thought we can see the importance of be determinate and be someone who knows how much may be done if he is doing what he needs to do, to have the right to accomplish much more than he thinks,and have the power to choose between doing something or just stay inactive.",3.5,2.5,3.5,2.5,2.5,3.0
98,076262AA0CD5,"The Curfews Keep Teenagers Out Of Trouble

Once, I walked down the empty street during midnight. Then, I heard a rising sound of a strange footstep behind me. Suddenly, I felt anxious and scared that someone might come up to me and murder me for money. Lucikly, there was nothing happened to me. After I got home, I had a thinking that what if a city council adopts a 10 P.M. weekday curfew and a midnight curfew for teenagers. If the curfew is published, any teenager who is wandering on the street after those hours would be violating the law. On the other hand, some might believe that the curfews unfairly interfere in young people's lives because it does not let the teenagers have their freedom and accomplish something that is very important to them, which they cannot do it another time. I still agree with the idea that curfews keep teenagers out of trouble because it stops teenagers from doing something that is illegal during the late hours, it moderates them to be a better humans being with molarity without having any criminal records, and it prevents young people from being kidnapped or killed at night.

Some people argue that curfews should not be publish because it limits the freedom of most teenagers. Still, I believe that curfews should be establish to put an end on any illegal act that is commited by teenagers because the young people should be controlled by laws when most of them are not mature enough. They should be strictly managed instead of being free and are allowed to do whatever they want. For example, teenagers who hangout with their friends at night and get drunk are more likely to do something that is breaking the law when they are not sober enough. These young people tend to pull out their weapons to threat others who walk outside at night for money in order to buy illegal drugs. This is an important issue to pay attention on because these teenagers already become the worst humans being when they are not strictly managed by anyone or any law. However, they will keep threatenting others when the curfews aren't carried out to prevent them from doing their vicious things. In fact, there are several criminal cases that are committed by teenagers in America, which proves that the U.S. government is weak at controling their citizens and managing the society within the nation. This fact shows that the U.S. government does not care about the moral of young citizens and the safety of all citizens in general. The U.S. government should carry out curfews that keep all teenagers in control in order to limit any illegal acts. The estalishment of curfews is important because it shapes all teenagers to become the better people who has morality instead of threatening others to get what makes them feel pleasure.

The curfews should be carrried out to moderate all teenagers into better people who treats others in the right way because it helps them stay out of any trouble that might be an unfortunate consequense in their future. It shapes their morals and erases all their bad behaviors that makes others feel unpleasure. For example, teenagers who turn out to be good people when they have parents who do not let them go out when the sky turns dark. Also, their parents strictly manage them and prevent them from going outside at night to do illegal things. However, some might believe that the curfews do a little improvement on teenagers because they still sneak out of their houses without their parents' awakeness to do what they like at night. This is an important issue to focus on because these teenagers will turn into adults who have several criminal records that might bother them from getting their jobs in the future. Moreover, teenagers should be more mature to realize that any violation acts that they had done will stay with them for the rest of their lives. Therefore, if the curfews is adopted then they should be obey to this law in order to avoid any unfortunate results that can occur in their lives. In fact, many companies prefer to choose employees with a good moral because they did not commit any crime in the past, which proves that they will not cause any danger while working in the companies. Unfortuantely, people who had done any crime or violated any law in the past will more likely to stay unemployed because they are considered to be dangerous. The curfews is brought out to protect all teenagers's future from being damaged by any of their wrongful commitment.

The curfews keep teenagers out of trouble because most of them would not want to be kidnapped or murdered while walking on the street at night. To prevent any harmful cause that can happen to young people, the U.S. government should set up curfews for teenagers. In fact, there are many unfortunate cases of missing teenagers in America. This fact proves that numerous teenagers had been kidnapped while they wander around empty public places at night. In this case, the U.S. government should adopt curfews law because it can decrease the act of kidnapping teenagers. However, some teenagers are killed while they are going out at night because there are a lot of robbers appear during this time. To solve this problem, the U.S government should let the city council bring out the curfews law, which can restricts all teenagers from going out at night and protect them from being murdered.

In conclusion, curfews law is significant because it can reduce the criminal acts within a society. It shapes the society to be more organized and less dangerous to the citizens. The curfews can keep teenagers out of trouble because it restricts teenagers from committing any unfortunate crime. It helps teenagers to become better individuals in society who treat others in a correct way. Specially, teenagers can avoid death and being kidnapped when they obey to the curfews and stay home at night. Lastly, we should set up curfews and believe that it can protect all teenagers from getting trouble because they are going to be the one who runs the planet one day.",4.0,4.5,4.5,4.5,4.5,4.5
